customer_city,total_orders,lat,lng
juara,5,-11.238039550036406,-57.516881461660994
juatuba,4,-19.95920800201224,-44.338249885804046
juazeiro,42,-9.424867585551823,-40.50167448540271
juazeiro do norte,31,-7.222549481274524,-39.3161107413191
jucas,1,-6.521882164328212,-39.52449871978588
jucurucu,2,-16.841940662037306,-40.15154400601871
jucurutu,4,-6.038655949071193,-37.021917390647346
juina,17,-11.422605152372771,-58.776043880707334
juiz de fora,423,-21.754104202889295,-43.36263708878047
julio de castilhos,10,-29.23184260106605,-53.678925668176646
julio mesquita,2,-22.01105665124775,-49.79043058830994
jumirim,3,-23.08189502948993,-47.79428781264151
junco do serido,2,-6.994285066086505,-36.71373052808228
jundiai,549,-23.18567574426163,-46.90259409644344
jundiai do sul,3,-23.43794583991514,-50.24753478426146
junqueiro,2,-9.888675029135362,-36.46836013110915
junqueiropolis,15,-21.51171185643697,-51.436013321790455
jupi,2,-8.711963126912739,-36.41573761536963
juquia,9,-24.316563039568646,-47.634872143354364
juquitiba,21,-23.9418730533523,-47.07320010425569
juranda,2,-24.419267773158033,-52.8454951753832
jurema,1,-8.793034591954095,-37.14058075108242
juripiranga,1,-7.373340132679288,-35.23853209938073
juru,1,-7.5370001945181935,-37.818491479962844
juruaia,6,-21.252993786542923,-46.578964851582064
juruena,3,-10.329327529090403,-58.49680785981626
juruti,1,-2.159039051529266,-56.08520031207944
juscimeira,2,-16.058657120735077,-54.883899852123115
jussara,4,-17.440017501577255,-50.340976756144734
jussari,2,-14.844735491961492,-39.700733400867016
jussiape,1,-13.514781739067578,-41.59315952462811
juti,4,-22.859007895049196,-54.60373598346343
juvenilia,2,-14.29932135104387,-44.16816538751971
kalore,2,-23.82504056969409,-51.66826314550089
ladainha,2,-17.631604123802298,-41.746840513326276
ladario,4,-19.009282255734618,-57.60404188060541
lagarto,11,-10.916178696284797,-37.67161895543462
lages,84,-27.787575571361124,-50.309748139335284
lago da pedra,5,-4.565356629061708,-45.12939734093834
lago verde,1,-4.041771813184939,-44.93624756781053
lagoa,1,-6.5904930396973835,-37.91558188547208
lagoa d'anta,1,-6.390625125871321,-35.59786898939086
lagoa da canoa,1,-9.827487317738328,-36.7417918595071
lagoa da confusao,5,-10.796746243382872,-49.62819084818321
lagoa da prata,10,-20.024064772425362,-45.537189813602396
lagoa de sao francisco,1,-4.392026961078054,-41.59335864969289
lagoa de velhos,1,-6.000320081801697,-35.869540046256034
lagoa do carro,2,-7.8427401417238904,-35.31142137571598
lagoa do mato,1,-5.596876229155056,-42.41206173047958
lagoa do ouro,2,-9.125033717775127,-36.4592499983351
lagoa do piaui,1,-5.409658556365997,-42.64681246377987
lagoa dos gatos,3,-8.657245477403077,-35.90403907912423
lagoa dos patos,1,-16.985899346747413,-44.589809914457916
lagoa dos tres cantos,1,-28.567290608058936,-52.85889759083737
lagoa dourada,5,-20.919287654113624,-44.06779162363379
lagoa formosa,7,-18.77618044480129,-46.404217247384295
lagoa grande,8,-14.28207590006539,-44.00103361532391
lagoa nova,2,-6.095123665223916,-36.46851727046746
lagoa real,1,-14.036242095465619,-42.141503947059995
lagoa salgada,1,-6.122106000000002,-35.475278930623794
lagoa santa,58,-19.633938360860434,-43.94234211713801
lagoa vermelha,14,-28.21190081909876,-51.525184742562196
lagoao,1,-29.22660107522239,-52.77629788682028
lagoinha,3,-22.2313151018031,-44.84401196026561
lagoinha do piaui,1,-5.841485261387863,-42.62273223295626
laguna,14,-28.47572857600972,-48.784659261030505
laje do muriae,1,-21.209217813148204,-42.11936210072047
lajeado,51,-29.351435835163965,-51.95125051765537
lajeado grande,1,-26.85762444633593,-52.56748084406709
lajedo,6,-8.661327866132831,-36.32293402454861
lajinha,3,-20.10098430721417,-41.57505407398475
lamarao,1,-11.795649902432892,-38.88365094145973
lambari,8,-21.974223701500048,-45.349168217053055
lamim,1,-20.7880292437573,-43.47340340801194
lapa,14,-25.76430781439902,-49.720376165993414
laranja da terra,1,-19.890320604855525,-41.06009899610181
laranjal,2,-22.04974940415845,-44.4272652200222
laranjal do jari,2,-0.46790722755920855,-52.6153135483813
laranjal paulista,17,-23.04955173261455,-47.83762131131264
laranjeiras do sul,19,-25.404934780834598,-52.41067888534097
laurentino,5,-27.221224290121654,-49.731481761265776
lauro de freitas,72,-12.884900331298656,-38.31467051487966
lauro muller,8,-28.38800663400221,-49.407327100536946
lavinia,4,-21.167608591877716,-51.043346657319
lavras,80,-21.24471141315922,-44.99919552691307
lavras da mangabeira,2,-6.753572603131509,-38.99100741638856
lavras do sul,3,-30.811113686504893,-53.9007424217773
lavrinhas,1,-22.560121483523087,-44.918835172991606
leandro ferreira,2,-19.717601976039926,-45.02483772207438
leme,50,-22.185288219344287,-47.38562111524039
lencois,1,-12.547327417407974,-41.38305907736814
lencois paulista,43,-22.599166935359307,-48.799463355929866
leoberto leal,1,-27.508298192526862,-49.289790233969136
leopoldina,17,-21.530164261618392,-42.640898618181694
leopoldo de bulhoes,1,-16.62318408209065,-48.74315701317172
leopolis,1,-23.079095793370932,-50.74994010274174
liberato salzano,1,-27.60021804678033,-53.07488226167071
liberdade,3,-22.026227116647096,-44.32000869338344
lima duarte,6,-21.841835048420986,-43.80181626080042
limeira,186,-22.573478963977,-47.408479247924
limeira do oeste,2,-19.545149799324385,-50.582701675506904
limoeiro,7,-7.8777112262366735,-35.44809501145188
limoeiro do norte,11,-5.1634832018087975,-38.10503994263532
lindoeste,2,-25.267636611456673,-53.57285653285032
lindoia,9,-22.52366846362423,-46.6462832931292
lindoia do sul,1,-27.047843344009024,-52.08275811678663
lindolfo collor,1,-29.597265377771162,-51.209442776110954
linhares,64,-19.383443845851776,-40.05983769453465
lins,54,-21.67607880099038,-49.749672844876535
livramento de nossa senhora,5,-13.670531405245123,-41.871127644748356
loanda,13,-22.929383785209307,-53.13587259427024
lobato,3,-23.00997795869719,-51.951972253624994
londrina,298,-23.314415889539116,-51.16549611994071
lontras,3,-27.16868843172061,-49.53931960111321
lorena,82,-22.737200126738085,-45.115553134409566
loreto,1,-7.087963525171027,-45.13612710992875
lourdes,2,-20.96536801986327,-50.22558899904064
louveira,44,-23.08550507419915,-46.95954096067056
lucas do rio verde,23,-13.066932709409706,-55.932542791808785
lucelia,12,-21.723160607561347,-51.01929454402222
lucena,1,-6.932743709596139,-34.864933626529265
lucianopolis,2,-22.430720732532517,-49.5217687624235
luis antonio,7,-21.554193733302416,-47.7021033495552
luis correia,1,-2.8862625485705626,-41.65157177598589
luis eduardo magalhaes,36,-12.092783860172316,-45.80725099687112
luisburgo,2,-20.439607604112577,-42.10392303953498
luiz alves,2,-26.718453870638747,-48.97048198417584
luiziana,2,-24.284288514974495,-52.2767681817877
luiziania,3,-21.67548353550346,-50.328426035986055
luizlandia do oeste,2,-17.395618141418247,-47.26947153853191
luminarias,3,-21.51156793021056,-44.90309366198445
lunardelli,2,-24.07832279883549,-51.74315889843617
lupercio,3,-22.414647778563655,-49.81702832071563
lupionopolis,2,-22.75533503973323,-51.65820880827124
lutecia,1,-22.339327686369664,-50.39221899158045
luz,2,-19.79398058295839,-45.681715829573186
luziania,33,-16.226996206613357,-47.94427620030142
luziapolis,1,-9.653239687200678,-35.74496877047144
luzilandia,3,-3.4614175478098557,-42.36969036222866
macae,228,-22.380942145066847,-41.788866243842506
macaiba,5,-5.856477729474894,-35.3516201775704
macambara,2,-29.148001662867937,-56.06668071599258
macambira,1,-10.665217872914651,-37.542187247143936
macapa,53,0.03498771410048143,-51.069662686992515
macaparana,2,-7.553526582008524,-35.45050466581066
macatuba,12,-22.514093447641567,-48.71694212220494
macau,5,-5.114363937006375,-36.631856050797694
macaubal,1,-20.80439845928851,-49.96359837466846
macaubas,8,-13.020601940766815,-42.692811786984805
macedonia,4,-20.146663589025035,-50.195738615647684
maceio,236,-9.629092475768113,-35.7312047851864
machacalis,2,-17.076857047076594,-40.71818088940351
machadinho,1,-27.567860111684137,-51.668006307550215
machadinho d'oeste,3,-9.420630909656632,-62.01343472257457
machado,21,-21.680408948048516,-45.92052993201528
machados,1,-7.68635723406433,-35.51526769658776
macieira,1,-26.855407180080487,-51.37578670302245
macuco,1,-21.974165054914298,-42.2653149028278
macuco de minas,1,-21.062990905913566,-44.6335216202426
madalena,1,-4.842097370780366,-39.56462337909636
madre de deus,7,-12.741679313725754,-38.613481836600386
madre de deus de minas,3,-21.48431219238059,-44.33164289536491
mae d'agua,1,-7.237953677185362,-37.41378472875723
mae do rio,2,-2.046396470451422,-47.556323508269486
mafra,25,-26.12585603089477,-49.81253069564952
magalhaes de almeida,1,-3.3945294986226267,-42.20525646659466
magda,2,-20.645639876711464,-50.22326226371534
mage,106,-22.638046174252494,-43.12607126337054
maiquinique,1,-15.62552359210591,-40.26376458018532
mairi,2,-11.710510369249565,-40.14950442693872
mairinque,24,-23.53650295835299,-47.18889011605326
mairipora,75,-23.330293289806168,-46.5974367011403
major vieira,3,-26.365762018968656,-50.326946295403914
malacacheta,7,-17.847697697027982,-42.0808485867346
malhador,1,-10.658574370171172,-37.30730703260873
mallet,6,-25.883903118459568,-50.82702616356368
mamanguape,6,-6.837168594957803,-35.12688719306731
mambai,2,-14.494876769301843,-46.111407677749234
mambore,8,-24.31410271915434,-52.529468876660765
mamonas,1,-15.047725331864479,-42.951985807529596
manaira,1,-7.723809318773779,-38.184480736126794
manaus,137,-3.0795783434247967,-60.007107446741344
mandaguacu,4,-23.345672087898624,-52.09871221747538
mandaguari,18,-23.522116589381856,-51.6776633579356
mandirituba,1,-25.770101783275738,-49.324729618238564
manduri,3,-23.006344507717284,-49.31841495453075
manfrinopolis,1,-26.14422230537972,-53.30975982980494
manga,3,-14.753638660717579,-43.93965471559108
mangaratiba,12,-22.94754369418293,-44.01336532217898
mangueirinha,8,-25.940474358861895,-52.17787723251204
manhuacu,64,-20.25143111219304,-42.04123369631226
manhumirim,16,-20.35584130637538,-41.956169737677804
manoel ribas,4,-24.51763874503543,-51.67440944339136
manoel urbano,1,-8.838577670536376,-69.2613848114748
manoel viana,3,-29.573581139077255,-55.48382309408964
mansidao,1,-10.719694074212734,-44.03579799202967
mantena,11,-18.777954733022707,-40.98336116136959
mantenopolis,4,-18.86372646201913,-41.11833493292913
maquine,1,-29.65200263269053,-50.21291194651415
mar de espanha,9,-21.86580880333746,-43.00740468490523
mar vermelho,2,-9.451208581887236,-36.387711825813625
mara rosa,2,-14.018136979135805,-49.17836381667351
maraba,22,-5.365871050129098,-49.12028885422186
maracacume,4,-2.0472440014816056,-45.95774591870997
maracai,8,-22.61538152569791,-50.668029742880734
maracaju,13,-21.622807014494487,-55.16419800267772
maracana,2,-12.477560456575103,-48.28405887581727
maracanau,31,-3.868493722347839,-38.61231428230598
maracas,5,-13.439272725808566,-40.43345140768189
maragogi,5,-9.007675987232085,-35.220048242659786
maragogipe,2,-12.781836602100842,-38.91586725355916
maranguape,3,-3.8907289315508895,-38.678992027787636
maranhaozinho,1,-2.2446552921474874,-45.85894149813545
marataizes,16,-21.03323906532719,-40.82328995883659
marau,22,-27.331850885347954,-51.179479688280736
maravilha,11,-25.8336468230158,-52.3417170765292
maravilhas,4,-19.515017571479863,-44.67673891755669
marcelino vieira,1,-6.290720653421996,-38.16257764200831
marco,3,-3.123797441185686,-40.15414598800406
marcos parente,1,-7.120923086505935,-43.889738276564074
marechal candido rondon,30,-24.55448452680614,-54.0578172850529
marechal deodoro,1,-9.731920433403758,-35.85914026286754
marechal floriano,5,-20.415508811333915,-40.689012695583465
mari,3,-7.058829894333504,-35.316723123710524
maria da fe,3,-22.309036546758747,-45.373343027619704
marialva,16,-23.48392434035238,-51.79990910433005
mariana,33,-20.37497229153692,-43.418085248936116
mariano moro,1,-27.351152029483522,-52.144949415883694
mariapolis,2,-21.7960149223852,-51.182424473860365
maribondo,1,-9.575858848762762,-36.30347185082699
marica,133,-22.927070740029492,-42.866088849611685
mariental,1,-25.50943247821568,-49.298553
marilac,1,-18.508114563074084,-42.08210977053469
marilandia,8,-19.412105468582517,-40.54327231173084
marilandia do sul,1,-23.748202071498792,-51.30421751498697
marilena,1,-22.73724580824453,-53.03334337675801
marilia,194,-22.209445287469656,-49.9476115040202
mariluz,2,-24.009964476201365,-53.15131914175904
maringa,260,-23.41834852093102,-51.93277213714588
marinopolis,2,-20.441716961871215,-50.82322680500144
mario campos,3,-20.05888710730415,-44.17901384838128
mariopolis,1,-26.354606751224114,-52.553919535287896
maripa,3,-24.424276153434448,-53.82618756477515
maristela,4,-23.03876670092714,-47.89387609159676
marituba,14,-1.3669818638394693,-48.33763710174524
marmeleiro,7,-26.14973579423784,-53.02966720898468
marques de souza,1,-29.31989803725467,-52.101715835577885
martinesia,1,-18.74845329586244,-48.41803874409951
martinho campos,2,-19.338557253719472,-45.22748738163027
martinopolis,8,-22.147785659198927,-51.16938487984479
martins,2,-6.089642364788444,-37.91213084551946
martins soares,6,-20.25731159513661,-41.87310733510026
mascote,2,-15.588427783636105,-39.37293085727166
massape,2,-3.5234919294347162,-40.34264348621784
massaranduba,3,-24.963511641851703,-47.878034445803955
mata,1,-29.56152930010417,-54.45662672556166
mata de sao joao,11,-12.527841538945589,-38.26425639748103
mata grande,2,-9.117820475748035,-37.74224490331262
mata roma,2,-3.624041087270268,-43.114992633354376
mata verde,6,-15.690291833040085,-40.73844595333425
matao,51,-21.607549479565137,-48.35939549852437
matelandia,2,-25.189773745124548,-53.8926771939778
materlandia,2,-18.472767932018556,-43.059607558705785
mateus leme,8,-19.99132678309678,-44.42904378963398
matias barbosa,13,-21.869485342722417,-43.31977116023607
matias olimpio,1,-3.7173498948087205,-42.554418336225396
matinhos,27,-25.813132721140203,-48.5363046397346
matipo,4,-20.292602508182068,-42.34336453641692
mato leitao,2,-29.525624980965507,-52.12687025106665
mato rico,1,-24.702111221053855,-52.159168671726796
mato verde,3,-15.39316055412574,-42.86084368198853
matoes,1,-5.521202732905504,-43.2036090073404
matoes do norte,2,-3.6283011943315135,-44.55683603279019
matozinhos,12,-19.56083264961986,-44.075581349214794
matrincha,2,-15.446798346885714,-50.723444958400016
matriz de camaragibe,1,-9.156550877434656,-35.53292851997611
matupa,7,-10.140800037432959,-54.8614802027709
matutina,2,-19.22229992242833,-45.96985523856589
maua,317,-23.669993795741274,-46.4489086924047
maua da serra,2,-23.90008980578516,-51.22750059850152
maurilandia,4,-17.97876193282023,-50.34012793698395
mauriti,1,-7.387434699017797,-38.7722394063261
maximiliano de almeida,3,-27.631778380283844,-51.804719613244764
medeiros,2,-19.996631243192493,-46.21976153825772
medeiros neto,7,-17.375406123452056,-40.22236401991968
medianeira,21,-25.29320167334103,-54.095134218967516
medicilandia,1,-3.451334234389985,-52.89035214047987
medina,6,-16.227412654546985,-41.47835277276773
meleiro,3,-28.834639881806513,-49.63181747150646
mendes,12,-22.526046307478865,-43.73322381234702
mendes pimentel,5,-18.659970826739325,-41.40437128121699
mendonca,5,-21.207738990860843,-49.33030941080921
mercedes,2,-24.452002184845046,-54.167799767946796
merces,4,-21.197495515269335,-43.343500682349834
meridiano,1,-20.358241234875713,-50.17546015055213
meruoca,2,-3.544255119013516,-40.46178684697543
mesquita,76,-22.715621322925486,-43.40888749860323
messias targino,1,-6.079137345909716,-37.51443645815574
miguel calmon,5,-11.430232476786514,-40.59743564218764
miguel pereira,28,-22.455900252010625,-43.470507317933006
miguelopolis,14,-20.18322821774801,-48.02595426245802
milagres,4,-11.060636206980309,-39.55871403549451
milha,2,-5.676800333924615,-39.19446800617462
mimoso de goias,1,-15.057830370299383,-48.16129611768344
mimoso do sul,9,-21.061570668726116,-41.36296449402211
minacu,11,-13.52821831097916,-48.22131905209901
minas do leao,1,-30.139423562878758,-52.0455436959126
minas novas,4,-17.22409325173999,-42.585292129283744
minduri,1,-21.681808590818736,-44.6011619309737
mineiros,25,-17.55680902005028,-52.54981156302431
mineiros do tiete,3,-22.413237017760082,-48.45143142571864
ministro andreazza,1,-11.189419682393686,-61.52464349969754
mira estrela,1,-19.9756132774764,-50.13439239768762
miracatu,5,-24.27876853096373,-47.44974510482228
miracema,17,-21.41145054043178,-42.19638618566784
miradouro,1,-20.890677076161335,-42.34391248509654
miraguai,1,-27.490657078629717,-53.68630040356689
mirai,8,-21.19537308475757,-42.61499144855081
miraima,2,-3.5669148176495655,-39.93850253170076
miranda,4,-20.238080566923223,-56.39545861043507
miranda do norte,1,-3.563524483801414,-44.58210331397584
mirandiba,3,-8.12563596318617,-38.729259157399184
mirandopolis,13,-21.13196600532693,-51.10317704295319
miranorte,2,-9.534960573689403,-48.591047290409776
mirante da serra,1,-11.029251140290844,-62.669725996167365
mirante do paranapanema,3,-22.29515174281066,-51.9115524214896
mirassol,29,-20.814577890354094,-49.50661257216199
mirassol d'oeste,14,-15.675540345094056,-58.09110494514598
miravania,1,-14.749084707595326,-44.410436840678585
mirinzal,3,-2.0668738085740657,-44.785179947070084
missal,7,-25.09228097759096,-54.24220554511303
missao velha,1,-7.248646017687342,-39.14616643077907
mocajuba,1,-2.5816048419757904,-49.50640761955974
mococa,33,-21.46874145307076,-47.00767902184062
moeda,1,-20.33159553899561,-44.05135830727897
moema,1,-19.842861578463324,-45.41231213762334
mogi das cruzes,374,-23.530401558443817,-46.19388795902843
mogi mirim,75,-22.433009217820043,-46.961104665086005
mogi-guacu,89,-22.356120155031178,-46.942059203447094
mogi-mirim,2,-22.430110492098457,-46.95842657639079
moju,4,-1.8897855716183642,-48.76695377709679
mojui dos campos,2,-2.6829654853406617,-54.639309246365876
mombaca,1,-5.745425297035205,-39.628938485011
mombuca,3,-21.276815486518345,-46.48545771010522
moncao,1,-3.497172874676663,-45.24760815378417
moncoes,2,-20.852280174935135,-50.09089790358266
mondai,2,-27.101626874814848,-53.40042102235277
mongagua,41,-24.111466938872056,-46.664610906601716
monsenhor paulo,1,-21.75692776880969,-45.54211959977871
monsenhor tabosa,3,-4.811069197938342,-40.066456844180365
montadas,1,-7.08689252783847,-35.95922466090243
montalvania,3,-14.41847973863484,-44.38152370664065
montanha,10,-18.13113299686834,-40.35711188194904
montanhas,1,-6.4885010935799885,-35.28736471075277
montauri,2,-28.65338084251949,-52.075866110814346
monte alegre,2,-3.5555918230312527,-50.71485134158939
monte alegre de minas,4,-18.868850378645835,-48.878725078377336
monte alegre de sergipe,1,-10.028089695011241,-37.56306971851773
monte alegre do sul,6,-22.692366222266603,-46.79121747099519
monte alto,32,-21.263459220114285,-48.495496727506335
monte alverne,1,-29.559439999999935,-52.33471999999995
monte aprazivel,10,-20.770308684808267,-49.711343188473656
monte azul,5,-15.152585076654928,-42.87098092596081
monte azul paulista,19,-20.906490353999036,-48.642493003077135
monte belo,5,-21.325337015065983,-46.36803921930899
monte belo do sul,1,-29.16319437700109,-51.63695370139826
monte bonito,1,-31.63880715441437,-52.41553423919472
monte carlo,3,-27.210942777159808,-50.973045717160865
monte carmelo,23,-18.73255318535424,-47.49636761511996
monte castelo,2,-23.463959720436126,-51.00694998812236
monte formoso,2,-16.8633370066028,-41.254925476729326
monte gordo,1,-12.628203904840786,-38.07663904225817
monte mor,38,-22.944389409694327,-47.295351221518395
monte santo,1,-10.438905632289902,-39.33166015708399
monte santo de minas,9,-21.048526156050805,-46.846731600001775
monte siao,20,-22.430122776489643,-46.57379009975843
monte verde,3,-22.860117753561276,-46.03259452358113
monteiropolis,1,-9.603077766424372,-37.24771684332587
montenegro,32,-29.68780422662315,-51.467963988245124
montes claros,207,-16.728481233546685,-43.86084218725256
montezuma,2,-15.171322156662706,-42.500336051042744
montividiu do norte,1,-13.352843374404667,-48.690562356137626
morada nova,10,-5.095938435414265,-38.37670740596278
morada nova de minas,3,-18.60522950472143,-45.353299377474784
moreilandia,2,-7.6159941742239,-39.54179377692276
moreira sales,3,-24.051547975700355,-53.00637296762316
moreno,5,-8.117514384880712,-35.110601358453785
morpara,2,-11.563760772276671,-43.27719548637487
morretes,3,-25.482183572886715,-48.82919131856336
morrinhos,18,-15.83692637996008,-47.93675937843896
morro agudo,9,-20.72828330325555,-48.05514852208202
morro agudo de goias,1,-15.31537464086793,-50.05787948871923
morro da fumaca,7,-28.654445615215856,-49.210661024778894
morro da garca,1,-18.543120097344577,-44.6020275424956
morro de sao paulo,1,-18.43046946502971,-42.75224261948179
morro do chapeu,7,-11.547969598091843,-41.15939119971003
morro do ferro,1,-20.76817260479635,-44.580477758804115
morro do pilar,1,-19.219598574626463,-43.38193923972434
morro grande,1,-28.803420626886183,-49.714754963930766
morro redondo,1,-31.59224096153106,-52.624349365652066
morro reuter,3,-29.539460510721494,-51.08264807709507
morro vermelho,1,-19.95826027121757,-43.69681781577193
morungaba,7,-22.875938478414557,-46.793434706878294
mossamedes,1,-16.124762286367023,-50.213859670904874
mossoro,35,-5.191232751310814,-37.34559314214887
mostardas,11,-31.102961069926018,-50.91340742099437
motuca,2,-21.50979127631984,-48.15053355851478
mozarlandia,7,-14.751434627870813,-50.56917106106578
mucambo,1,-3.905726996478778,-40.74612755881526
mucuge,1,-13.007116996114302,-41.371463589793564
mucuri,7,-18.094086712635622,-39.6425465325154
mucurici,1,-18.08497000761245,-40.521050875979604
mundo novo,6,-18.443834371657925,-49.287437170249156
munhoz,4,-22.61384923072915,-46.3625578974145
munhoz de melo,4,-23.148268304523533,-51.774096846514354
muniz freire,2,-20.45712412947493,-41.41365667261635
muquem do sao francisco,2,-12.107444889662148,-43.552792568241536
muqui,4,-20.95206473566138,-41.342187048258076
muriae,63,-21.130908661434763,-42.37127761661675
murici,1,-9.31049621523562,-35.94520587502116
muritiba,1,-12.622423750740422,-38.98946847054154
murucupi,1,-1.5653710555303106,-48.7618909887063
murutinga do sul,2,-20.99263572309109,-51.2785202245721
mutuipe,4,-13.228062492844854,-39.505787805557674
mutum,8,-19.826182498347983,-41.43855366446426
mutum parana,1,-9.295303439553258,-64.54848712755557
mutunopolis,1,-13.728974998028617,-49.27631887404556
muzambinho,9,-21.368981491695624,-46.523156559190284
nacip raydan,1,-18.455770957857247,-42.249104419606944
nantes,1,-22.619609862785907,-51.23805573941728
nanuque,25,-17.84407589460684,-40.349262225092765
nao-me-toque,7,-28.46127804914694,-52.819332124419844
narandiba,2,-22.40647530951502,-51.52387024341253
natal,203,-5.812242777634381,-35.22146264615494
natercia,1,-22.11857287845648,-45.511722023902294
natividade,16,-20.076182836799894,-42.571378417827916
natividade da serra,1,-23.377650255194677,-45.4439920506923
navegantes,31,-26.87579735577848,-48.65729216554235
navirai,8,-23.060841050319304,-54.20023279215086
nazare,3,-12.204291254817674,-40.07128536121476
nazare da mata,1,-7.74317619761133,-35.22710767609138
nazare paulista,7,-23.17429475763765,-46.39902802450402
nazareno,2,-21.218426460567624,-44.615820980959015
nazario,2,-16.580944707500564,-49.88354902493523
neopolis,1,-10.327140100715246,-36.57784839244323
nepomuceno,9,-21.236352172815856,-45.23626913181331
neropolis,7,-16.406983193311984,-49.2210861565495
neves paulista,3,-20.843958221870825,-49.631101809394146
nhandeara,7,-20.6934599976426,-50.042628269869525
nilopolis,103,-22.809790478260425,-43.418222731238494
nipoa,2,-20.912889435273048,-49.778077555113
niquelandia,13,-14.473356023812865,-48.45785073989413
niteroi,825,-22.89392705179601,-43.08633527783995
nobres,1,-14.712726951281516,-56.31519130999977
nonoai,2,-27.368607339813273,-52.77330694615436
nortelandia,1,-14.452828606795125,-56.804848922697886
nossa senhora da gloria,2,-10.234059227793466,-37.41194341542321
nossa senhora das dores,1,-10.464356642872392,-37.210806466356985
nossa senhora das gracas,2,-22.91431947382134,-51.797415254078985
nossa senhora de caravaggio,1,-25.779146417776126,-48.26006409087198
nossa senhora de lourdes,1,-10.078082211566453,-37.05431618159144
nossa senhora do o,1,-8.340994149216282,-34.98120084028923
nossa senhora do socorro,14,-10.864589292249612,-37.09579239297197
nova alvorada,3,-28.67701523953113,-52.164869686533066
nova alvorada do sul,3,-21.45877491165093,-54.365640213038574
nova america,1,-18.269370134115267,-49.29192775057958
nova america da colina,1,-23.331231719144785,-50.718321872349975
nova andradina,11,-22.247795402944273,-53.34735455657627
nova araca,1,-28.659514112541686,-51.74805837313547
nova aurora,4,-23.93138786476804,-52.79832889133654
nova bandeirantes,4,-9.850183497966546,-57.82294898680789
nova bassano,4,-28.73275657187561,-51.704570818803276
nova boa vista,1,-27.992458122241498,-52.980951758737106
nova brasilandia d'oeste,2,-11.73049254738864,-61.99640090354138
nova campina,2,-24.121789977420086,-48.904884830442995
nova canaa,2,-14.804235751827267,-40.143457315712126
nova canaa do norte,3,-10.613737365755886,-55.79749168579237
nova canaa paulista,2,-20.38190516824058,-50.94096194720167
nova cantu,2,-24.67235812364705,-52.57056261357077
nova crixas,1,-14.093150507610215,-50.34582900941042
nova cruz,3,-6.4801497212964305,-35.432799303715115
nova era,15,-19.764914311361164,-43.02993999536734
nova erechim,3,-26.90380516299316,-52.90589294135718
nova esperanca,8,-23.157276689836387,-51.89006124511711
nova esperanca do piria,1,-2.2550250172495656,-46.95750321901751
nova esperanca do sudoeste,1,-25.90026705531166,-53.26138773462206
nova esperanca do sul,2,-29.422782435272385,-54.91887531441849
nova europa,8,-21.780472771981888,-48.56577873780284
nova fatima,5,-20.47722501729293,-47.82877954224918
nova floresta,1,-6.377469745357418,-36.620777845884156
nova friburgo,142,-22.27997477104088,-42.52664540064847
nova granada,19,-20.536387134122258,-49.32085573063807
nova guarita,1,-10.310601820328687,-55.404855127740255
nova guataporanga,1,-21.332455863200394,-51.64596990139046
nova hartz,3,-29.588354352147714,-50.9006766106218
nova iguacu,423,-22.742848776267014,-43.47231986351984
nova independencia,1,-21.107461973965233,-51.491297124864566
nova ipixuna,1,-4.9214714305945515,-49.07880708174833
nova itaberaba,2,-26.94061305970668,-52.8151697400277
nova lacerda,1,-14.474447766348016,-59.58685492554173
nova laranjeiras,1,-25.305346043348553,-52.53942861117956
nova lima,96,-20.007035015080383,-43.90569776372654
nova londrina,9,-22.763496600457717,-52.98829848487106
nova luzitania,1,-20.856451163027177,-50.26211321114505
nova mamore,2,-10.40785475014387,-65.33233871387739
nova monte verde,3,-9.979483347743496,-57.449932389721454
nova mutum,5,-13.81190941318278,-56.08321769268831
nova odessa,37,-22.78539037770927,-47.29569218047752
nova olimpia,2,-16.95287827227254,-56.24102171878118
nova olinda,4,-7.431159482315673,-43.3354691442147
nova olinda do maranhao,4,-2.8060530824373138,-45.70402920651974
nova padua,1,-29.027734445149225,-51.30878377787846
nova palma,2,-29.46857622844848,-53.45869367289793
nova petropolis,8,-29.37559407783702,-51.10792184681186
nova ponte,9,-19.3364369651837,-47.113221804399366
nova prata,16,-28.78225459518229,-51.60921296756925
nova prata do iguacu,6,-25.635000455964608,-53.34809768142836
nova redencao,1,-12.81505027197465,-41.06961268593105
nova resende,1,-21.11141078117889,-46.420562692445976
nova roma,1,-13.741770516069945,-46.88151285654092
nova roma do sul,1,-28.987234388238626,-51.40785295265843
nova russas,7,-4.7085259993750315,-40.5573026886814
nova santa barbara,1,-23.587683434764703,-50.763157919471375
nova santa rita,6,-28.60877994930591,-50.74276241404792
nova santa rosa,4,-24.462380148280616,-53.95650432324312
nova serrana,49,-19.874060044307274,-44.98701334631972
nova soure,3,-11.24056027473802,-38.48111201874123
nova timboteua,1,-1.1827933479544828,-47.38893559148273
nova trento,6,-27.28299944363184,-48.93077294776362
nova ubirata,1,-13.03328404352523,-55.255845894289095
nova venecia,19,-18.705380424531675,-40.40563905323961
nova veneza,7,-25.76389153790573,-49.45650621913768
nova vicosa,1,-17.897617441710917,-39.39123788095888
nova xavantina,10,-14.66646434914308,-52.353931091841375
novais,1,-20.99543528043601,-48.919331724846614
novo alegre,1,-12.914308930078104,-46.57394544207846
novo barreiro,2,-27.91177282672538,-53.114835359549815
novo brasil,1,-17.28491404900766,-46.74784685827686
